Gene name,CP number,CP_t,CP_exp,state
ZCCHC12,3,10,2.7614069255,final
LONRF3,1,0,0,initial
LONRF3,2,10,0.8353615905,final
GPR50,1,0,0,initial
GPR50,2,10,1.771613649,final
RAI2,1,0,0,initial
RAI2,2,4.55188760772748,1.47751464832754,intermediate
RAI2,3,10,0.548578493499999,final
ELF4,1,0,0,initial
ELF4,2,10,1.0319836055,final
LY6G5B,N/A,N/A,N/A,N/A
IER3,1,0,0,initial
IER3,2,3.99887692349849,1.92727100964294,intermediate
IER3,3,10,1.6417617375,final
