Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0046513~ceramide biosynthetic process	7	6.862745098039216	1.9192989756314625E-8	CERS3, ELOVL1, CERS4, SMPD1, DEGS1, ALOX12B, CYP4F22	101	34	19416	39.57833430401864	1.3607737279430765E-5	1.3607829737227069E-5	1.3377513860151293E-5
GOTERM_BP_DIRECT	GO:0030148~sphingolipid biosynthetic process	7	6.862745098039216	9.664021875407037E-8	CERS3, ELOVL1, CERS4, ACER1, ELOVL4, DEGS1, ELOVL7	101	44	19416	30.583258325832585	6.851557108178419E-5	3.425895754831795E-5	3.3679116235793526E-5
GOTERM_BP_DIRECT	GO:0008202~steroid metabolic process	7	6.862745098039216	1.6523267730639993E-7	SULT2B1, SULT1E1, HSD17B2, MSMO1, DHCR24, SDR9C7, CYP7B1	101	48	19416	28.03465346534654	1.1714311610644401E-4	3.9049989403412516E-5	3.8389058694186916E-5
GOTERM_BP_DIRECT	GO:0008544~epidermis development	7	6.862745098039216	3.8106993467082646E-6	CERS3, ACER1, UGCG, FABP5, CCN2, GRHL1, TGM5	101	81	19416	16.613127979464615	0.002698144432249583	6.754464592040399E-4	6.640143611639151E-4
GOTERM_BP_DIRECT	GO:0006695~cholesterol biosynthetic process	5	4.901960784313726	4.7439563507185024E-5	MVK, MSMO1, DHCR24, CES1, FDFT1	101	39	19416	24.645849200304646	0.03307606589827217	0.006726930105318837	0.006613075152901593
GOTERM_BP_DIRECT	GO:0006636~unsaturated fatty acid biosynthetic process	4	3.9215686274509802	5.7665535011184014E-5	ELOVL1, ELOVL4, DEGS1, ELOVL7	101	15	19416	51.263366336633666	0.040061484755883114	0.006814144053821578	0.00669881298379921
GOTERM_BP_DIRECT	GO:0034626~fatty acid elongation, polyunsaturated fatty acid	3	2.941176470588235	5.42304299752107E-4	ELOVL1, ELOVL4, ELOVL7	101	7	19416	82.38755304101839	0.3192757966075286	0.04806171856553048	0.04724826211590232
GOTERM_BP_DIRECT	GO:0034625~fatty acid elongation, monounsaturated fatty acid	3	2.941176470588235	5.42304299752107E-4	ELOVL1, ELOVL4, ELOVL7	101	7	19416	82.38755304101839	0.3192757966075286	0.04806171856553048	0.04724826211590232
GOTERM_BP_DIRECT	GO:0019367~fatty acid elongation, saturated fatty acid	3	2.941176470588235	7.206437412756889E-4	ELOVL1, ELOVL4, ELOVL7	101	8	19416	72.08910891089108	0.4001769612136118	0.0567707125071626	0.05580985418546169
GOTERM_BP_DIRECT	GO:0061436~establishment of skin barrier	4	3.9215686274509802	9.070376622281448E-4	ELOVL1, UGCG, ALOX12B, GRHL1	101	37	19416	20.782445812148783	0.4744876209792357	0.060088439238933235	0.05907142757339417
