Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006196~AMP catabolic process	2	3.389830508474576	0.014848686531505399	NT5E, XDH	59	5	19416	131.63389830508473	0.9997801352437139	0.7599827742943217	0.7599827742943217
GOTERM_BP_DIRECT	GO:0010518~positive regulation of phospholipase activity	2	3.389830508474576	0.020727299528554784	PLA2G5, FGFR1	59	7	19416	94.02421307506053	0.9999924359628631	0.9724558028813619	0.9724558028813619
GOTERM_BP_DIRECT	GO:1903753~negative regulation of p38MAPK cascade	2	3.389830508474576	0.026571434819855057	DUSP10, DUSP1	59	9	19416	73.12994350282486	0.999999739863879	1.0	1.0
GOTERM_BP_DIRECT	GO:0006817~phosphate ion transport	2	3.389830508474576	0.03238129108643433	SLC20A2, SLC20A1	59	11	19416	59.83359013867488	0.9999999910567244	1.0	1.0
GOTERM_BP_DIRECT	GO:0016051~carbohydrate biosynthetic process	2	3.389830508474576	0.03238129108643433	CHST11, NANS	59	11	19416	59.83359013867488	0.9999999910567244	1.0	1.0
GOTERM_BP_DIRECT	GO:0001706~endoderm formation	2	3.389830508474576	0.03815706588797672	DUSP5, DUSP1	59	13	19416	50.628422425032596	0.9999999996926442	1.0	1.0
GOTERM_BP_DIRECT	GO:0070294~renal sodium ion absorption	2	3.389830508474576	0.03815706588797672	OXSR1, SGK1	59	13	19416	50.628422425032596	0.9999999996926442	1.0	1.0
GOTERM_BP_DIRECT	GO:0035435~phosphate ion transmembrane transport	2	3.389830508474576	0.03815706588797672	SLC20A2, SLC20A1	59	13	19416	50.628422425032596	0.9999999996926442	1.0	1.0
GOTERM_BP_DIRECT	GO:0007165~signal transduction	9	15.254237288135593	0.04247174980203473	PDP1, DUSP5, PTPRE, DUSP10, IMPA1, DUSP1, PIP5K1A, OXSR1, PDE9A	59	1326	19416	2.2336068716926145	0.9999999999755461	1.0	1.0
GOTERM_BP_DIRECT	GO:0070848~response to growth factor	2	3.389830508474576	0.043898955664808725	ANXA3, EPHA2	59	15	19416	43.877966101694916	0.9999999999894407	1.0	1.0
GOTERM_BP_DIRECT	GO:0018146~keratan sulfate biosynthetic process	2	3.389830508474576	0.04675725475134644	B3GNT2, CHST2	59	16	19416	41.13559322033898	0.9999999999980431	1.0	1.0
GOTERM_BP_DIRECT	GO:1990869~cellular response to chemokine	2	3.389830508474576	0.04675725475134644	DUSP1, OXSR1	59	16	19416	41.13559322033898	0.9999999999980431	1.0	1.0
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	3	5.084745762711865	0.05003326158746055	DUSP5, MAP3K20, FGFR1	59	120	19416	8.227118644067797	0.9999999999997182	1.0	1.0
GOTERM_BP_DIRECT	GO:0006796~phosphate-containing compound metabolic process	2	3.389830508474576	0.052448682880699926	IMPA1, SLC20A1	59	18	19416	36.56497175141243	0.9999999999999328	1.0	1.0
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	3	5.084745762711865	0.05688527217339868	SLC6A8, SLC20A2, SLC20A1	59	129	19416	7.653133622388649	0.9999999999999952	1.0	1.0
GOTERM_BP_DIRECT	GO:0006024~glycosaminoglycan biosynthetic process	2	3.389830508474576	0.0581067122321514	HS3ST3B1, HAS3	59	20	19416	32.90847457627118	0.9999999999999977	1.0	1.0
GOTERM_BP_DIRECT	GO:0036342~post-anal tail morphogenesis	2	3.389830508474576	0.0581067122321514	CHST11, EPHA2	59	20	19416	32.90847457627118	0.9999999999999977	1.0	1.0
GOTERM_BP_DIRECT	GO:0035335~peptidyl-tyrosine dephosphorylation	2	3.389830508474576	0.06932334380313772	DUSP5, DUSP1	59	24	19416	27.423728813559325	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0051403~stress-activated MAPK cascade	2	3.389830508474576	0.06932334380313772	DUSP10, MAP3K20	59	24	19416	27.423728813559325	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0009058~biosynthetic process	2	3.389830508474576	0.08315967229448247	OLAH, ALDH1L2	59	29	19416	22.69549970777323	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0016311~dephosphorylation	2	3.389830508474576	0.08863742151942175	DUSP5, DUSP10	59	31	19416	21.231273920174957	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0055074~calcium ion homeostasis	2	3.389830508474576	0.09949660642324208	NT5E, FGFR1	59	35	19416	18.804842615012106	1.0	1.0	1.0
