Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:1903351~cellular response to dopamine	4	0.49504950495049505	0.004823750974230231	PRKN, HCN3, SIN3A, LRRK2	799	9	19416	10.800166875260743	0.999999951970407	0.13509771542004537	0.1312986978845606
GOTERM_BP_DIRECT	GO:0009235~cobalamin metabolic process	4	0.49504950495049505	0.004823750974230231	CUBN, MTRR, MMAA, MMAB	799	9	19416	10.800166875260743	0.999999951970407	0.13509771542004537	0.1312986978845606
GOTERM_BP_DIRECT	GO:1902803~regulation of synaptic vesicle transport	3	0.3712871287128713	0.004923216602107823	PRKN, PINK1, LRRK2	799	3	19416	24.30037546933667	0.9999999660977283	0.13509771542004537	0.1312986978845606
GOTERM_BP_DIRECT	GO:0042278~purine nucleoside metabolic process	3	0.3712871287128713	0.004923216602107823	OARD1, MACROD1, MACROD2	799	3	19416	24.30037546933667	0.9999999660977283	0.13509771542004537	0.1312986978845606
GOTERM_BP_DIRECT	GO:0140291~peptidyl-glutamate ADP-deribosylation	3	0.3712871287128713	0.004923216602107823	OARD1, MACROD1, MACROD2	799	3	19416	24.30037546933667	0.9999999660977283	0.13509771542004537	0.1312986978845606
GOTERM_BP_DIRECT	GO:0098849~cellular detoxification of cadmium ion	3	0.3712871287128713	0.004923216602107823	ABCB6, SLC11A1, SLC39A8	799	3	19416	24.30037546933667	0.9999999660977283	0.13509771542004537	0.1312986978845606
GOTERM_BP_DIRECT	GO:0007040~lysosome organization	8	0.9900990099009901	0.005154894781725799	ABCA1, GAA, LRRK2, ACP2, PI4KB, ACP3, NAGPA, LIPA	799	52	19416	3.738519302974873	0.9999999849407197	0.1388860881142167	0.13498053958188005
GOTERM_BP_DIRECT	GO:0001523~retinoid metabolic process	6	0.7425742574257426	0.005180829685752703	RDH11, ADH1B, ALDH1A1, LRP2, ADH7, DHRS3	799	28	19416	5.207223314857858	0.9999999862485843	0.1388860881142167	0.13498053958188005
GOTERM_BP_DIRECT	GO:0043507~positive regulation of JUN kinase activity	6	0.7425742574257426	0.005180829685752703	MAP4K2, DUSP19, MAP3K7, MAP3K11, MAP3K5, MAP3K12	799	28	19416	5.207223314857858	0.9999999862485843	0.1388860881142167	0.13498053958188005
GOTERM_BP_DIRECT	GO:0048009~insulin-like growth factor receptor signaling pathway	10	1.2376237623762376	0.005933003540433272	DDR1, EPHA5, ALK, EPHA4, INSR, ERBB2, KIT, TYRO3, EPHA1, IGF1R	799	81	19416	3.000046354239095	0.9999999990147227	0.15783601021686985	0.15339758008738544
GOTERM_BP_DIRECT	GO:0030217~T cell differentiation	7	0.8663366336633664	0.0062250935738862425	ZAP70, KIT, PIK3R3, PIK3CD, PIK3R2, PTPN22, LIPA	799	41	19416	4.148844592325773	0.9999999996461888	0.16311617372175607	0.15852926266731354
GOTERM_BP_DIRECT	GO:0019933~cAMP-mediated signaling	7	0.8663366336633664	0.0062250935738862425	EPHA5, PDE10A, DGKQ, PDE3B, PDE5A, PDE8B, PDE8A	799	41	19416	4.148844592325773	0.9999999996461888	0.16311617372175607	0.15852926266731354
GOTERM_BP_DIRECT	GO:0055088~lipid homeostasis	8	0.9900990099009901	0.006359492828762786	ACOX1, ABCB4, PNPLA3, PNPLA4, FITM2, ACOX3, LIPA, PNPLA2	799	54	19416	3.600055625086914	0.9999999997791649	0.1653942724495396	0.1607433000822355
GOTERM_BP_DIRECT	GO:0042359~vitamin D metabolic process	4	0.49504950495049505	0.006682099350220672	CYP2R1, LRP2, CYP3A4, LGMN	799	10	19416	9.720150187734667	0.9999999999287814	0.16797954467317883	0.1632558731156547
GOTERM_BP_DIRECT	GO:0044539~long-chain fatty acid import into cell	4	0.49504950495049505	0.006682099350220672	SLC27A1, ACSL1, CD36, SLC27A2	799	10	19416	9.720150187734667	0.9999999999287814	0.16797954467317883	0.1632558731156547
GOTERM_BP_DIRECT	GO:0032958~inositol phosphate biosynthetic process	4	0.49504950495049505	0.006682099350220672	ITPKB, PPIP5K1, PPIP5K2, IPMK	799	10	19416	9.720150187734667	0.9999999999287814	0.16797954467317883	0.1632558731156547
GOTERM_BP_DIRECT	GO:0008209~androgen metabolic process	5	0.6188118811881188	0.0066999014948556255	HSD17B4, HSD17B7, CYP3A4, HSD17B10, UGT2B7	799	19	19416	6.39483564982544	0.9999999999330936	0.16797954467317883	0.1632558731156547
GOTERM_BP_DIRECT	GO:1904659~D-glucose transmembrane transport	5	0.6188118811881188	0.0066999014948556255	SLC2A14, SLC2A11, SLC2A12, SLC2A6, SLC2A8	799	19	19416	6.39483564982544	0.9999999999330936	0.16797954467317883	0.1632558731156547
GOTERM_BP_DIRECT	GO:0009409~response to cold	6	0.7425742574257426	0.007021591546260234	SLC25A27, SLC27A1, ACOT11, GMPR, ACADM, LIPA	799	30	19416	4.8600750938673345	0.9999999999783618	0.1747874752765494	0.16987236119416724
GOTERM_BP_DIRECT	GO:0031647~regulation of protein stability	13	1.608910891089109	0.007790862794160344	PRKN, USP35, USP46, USP48, USP37, LRRK2, LSS, USP19, DPM3, KAT2A, PIN1, STUB1, USP30	799	131	19416	2.411487641995242	0.9999999999985472	0.19256139601169361	0.18714647009802188
GOTERM_BP_DIRECT	GO:0071363~cellular response to growth factor stimulus	8	0.9900990099009901	0.00854306752105702	BMPR2, SRD5A1, INSR, ERBB2, CAT, LRP2, ACVR2A, BMPR1A	799	57	19416	3.4105790132402345	0.9999999999998966	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:0120162~positive regulation of cold-induced thermogenesis	11	1.3613861386138615	0.008602703888046119	GATM, CPT2, SYK, ACSL1, SCD, ELOVL3, DIO2, ELOVL6, CD36, JAK2, IGF1R	799	101	19416	2.6465755461653804	0.9999999999999162	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:1990961~xenobiotic detoxification by transmembrane export across the plasma membrane	4	0.49504950495049505	0.008909871793546959	SLC47A2, RALBP1, SLC15A2, SLC22A18	799	11	19416	8.83650017066788	0.9999999999999716	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:0015816~glycine transport	4	0.49504950495049505	0.008909871793546959	SLC36A2, SLC7A8, SLC6A9, SLC6A20	799	11	19416	8.83650017066788	0.9999999999999716	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:0046940~nucleoside monophosphate phosphorylation	4	0.49504950495049505	0.008909871793546959	CMPK1, CMPK2, AK5, AK8	799	11	19416	8.83650017066788	0.9999999999999716	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:0070213~protein auto-ADP-ribosylation	4	0.49504950495049505	0.008909871793546959	PARP10, PARP3, PARP12, PARP8	799	11	19416	8.83650017066788	0.9999999999999716	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:0015871~choline transport	4	0.49504950495049505	0.008909871793546959	SLC44A5, SLC44A3, SLC44A1, SLC44A2	799	11	19416	8.83650017066788	0.9999999999999716	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:0006703~estrogen biosynthetic process	4	0.49504950495049505	0.008909871793546959	AKR1B15, HSD17B12, HSD17B11, HSD17B7	799	11	19416	8.83650017066788	0.9999999999999716	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:1900407~regulation of cellular response to oxidative stress	4	0.49504950495049505	0.008909871793546959	PRKN, PINK1, ABCD1, SLC25A14	799	11	19416	8.83650017066788	0.9999999999999716	0.207006021336741	0.20118490509829032
GOTERM_BP_DIRECT	GO:0008543~fibroblast growth factor receptor signaling pathway	11	1.3613861386138615	0.009197534183720955	DDR1, EPHA5, ALK, EPHA4, NDST1, INSR, ERBB2, KIT, TYRO3, EPHA1, IGF1R	799	102	19416	2.620628727085327	0.9999999999999897	0.21227421609448696	0.20630495549842962
GOTERM_BP_DIRECT	GO:0036101~leukotriene B4 catabolic process	3	0.3712871287128713	0.009578223770983676	CYP4F3, CYP4A11, CYP4F12	799	4	19416	18.225281602002504	0.9999999999999973	0.21261216459794974	0.2066334007154249
GOTERM_BP_DIRECT	GO:0010565~regulation of ketone metabolic process	3	0.3712871287128713	0.009578223770983676	NCOR2, PPARA, PDK2	799	4	19416	18.225281602002504	0.9999999999999973	0.21261216459794974	0.2066334007154249
GOTERM_BP_DIRECT	GO:0006046~N-acetylglucosamine catabolic process	3	0.3712871287128713	0.009578223770983676	NAGK, GNPDA2, AMDHD2	799	4	19416	18.225281602002504	0.9999999999999973	0.21261216459794974	0.2066334007154249
GOTERM_BP_DIRECT	GO:0036378~calcitriol biosynthetic process from calciol	3	0.3712871287128713	0.009578223770983676	CYP27A1, CYP2R1, CYP3A4	799	4	19416	18.225281602002504	0.9999999999999973	0.21261216459794974	0.2066334007154249
GOTERM_BP_DIRECT	GO:1904273~L-alanine import across plasma membrane	3	0.3712871287128713	0.009578223770983676	SLC7A8, SLC1A4, SLC38A4	799	4	19416	18.225281602002504	0.9999999999999973	0.21261216459794974	0.2066334007154249
GOTERM_BP_DIRECT	GO:0009051~pentose-phosphate shunt, oxidative branch	3	0.3712871287128713	0.009578223770983676	H6PD, PGLS, PGD	799	4	19416	18.225281602002504	0.9999999999999973	0.21261216459794974	0.2066334007154249
GOTERM_BP_DIRECT	GO:0006098~pentose-phosphate shunt	4	0.49504950495049505	0.011521153518607902	PGLS, PGD, ACACB, DERA	799	12	19416	8.100125156445557	1.0	0.25412164564777556	0.24697561371851245
GOTERM_BP_DIRECT	GO:0070534~protein K63-linked ubiquitination	8	0.9900990099009901	0.012251823087575813	PRKN, UBE2D4, RNF8, UBE2E2, STUB1, UBR2, TRIM32, RNF152	799	61	19416	3.1869344877818584	1.0	0.2685383865421491	0.26098694841269987
GOTERM_BP_DIRECT	GO:0043123~positive regulation of canonical NF-kappaB signal transduction	18	2.2277227722772275	0.012367821655465794	RNF31, PRKN, SLC35B2, MAP3K3, TFRC, SLC44A2, PRKCB, HUWE1, IRAK3, ZC3HAV1, IRAK4, ATP2C1, IKBKB, PINK1, PRKD1, CD36, MAP3K7, TRIM32	799	226	19416	1.9354281347259292	1.0	0.2693866154331143	0.26181132466914153
GOTERM_BP_DIRECT	GO:0031398~positive regulation of protein ubiquitination	9	1.1138613861386137	0.012634188610308322	MAPK9, PINK1, RNF180, LRRK2, MYCBP2, HUWE1, STUB1, CBLB, RCHY1	799	76	19416	2.877676042421448	1.0	0.27347917581940684	0.265788800143567
GOTERM_BP_DIRECT	GO:0042761~very long-chain fatty acid biosynthetic process	4	0.49504950495049505	0.014526307607745178	ELOVL2, ELOVL3, ELOVL6, HACD4	799	13	19416	7.477038605949746	1.0	0.30868403666458505	0.3000036821184934
GOTERM_BP_DIRECT	GO:0090181~regulation of cholesterol metabolic process	4	0.49504950495049505	0.014526307607745178	EPHX2, DGKQ, APOE, FMO5	799	13	19416	7.477038605949746	1.0	0.30868403666458505	0.3000036821184934
GOTERM_BP_DIRECT	GO:0009083~branched-chain amino acid catabolic process	4	0.49504950495049505	0.014526307607745178	ALDH6A1, IVD, BCKDHB, DBT	799	13	19416	7.477038605949746	1.0	0.30868403666458505	0.3000036821184934
GOTERM_BP_DIRECT	GO:0007169~cell surface receptor protein tyrosine kinase signaling pathway	11	1.3613861386138615	0.015153573417809776	DDR1, ALK, ZAP70, ERBB3, SYK, INSR, ERBB2, TYRO3, EPHA1, FRK, IGF1R	799	110	19416	2.430037546933667	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0016579~protein deubiquitination	11	1.3613861386138615	0.015153573417809776	USP35, USP46, PRKN, USP48, USP37, USP33, USP45, USP51, STAMBP, USP30, USP19	799	110	19416	2.430037546933667	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0032869~cellular response to insulin stimulus	10	1.2376237623762376	0.015154056986022457	SRD5A1, INSR, PDE3B, PNPLA3, PIK3R2, GPT, HMGCS2, PRKCZ, LPIN3, GPLD1	799	94	19416	2.5851463265251775	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	6	0.7425742574257426	0.01518325864382767	ALK, CDK5, LIMK2, LRRK2, PIK3CD, NADK	799	36	19416	4.050062578222779	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0070458~cellular detoxification of nitrogen compound	3	0.3712871287128713	0.0155303917390873	GSTM3, GSTM2, GSTM1	799	5	19416	14.580225281602	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0006710~androgen catabolic process	3	0.3712871287128713	0.0155303917390873	SRD5A1, HSD17B6, HSD17B11	799	5	19416	14.580225281602	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0015936~coenzyme A metabolic process	3	0.3712871287128713	0.0155303917390873	ACLY, HMGCR, CROT	799	5	19416	14.580225281602	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0051725~protein de-ADP-ribosylation	3	0.3712871287128713	0.0155303917390873	OARD1, MACROD1, MACROD2	799	5	19416	14.580225281602	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0006084~acetyl-CoA metabolic process	3	0.3712871287128713	0.0155303917390873	HMGCS1, HMGCS2, ACACB	799	5	19416	14.580225281602	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0003095~pressure natriuresis	3	0.3712871287128713	0.0155303917390873	CYP4F3, CYP4A11, CYP4F12	799	5	19416	14.580225281602	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0035335~peptidyl-tyrosine dephosphorylation	5	0.6188118811881188	0.015617951728026502	PTPRS, PTPRZ1, PTPN13, PTPRF, TNS2	799	24	19416	5.062578222778473	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0032147~activation of protein kinase activity	5	0.6188118811881188	0.015617951728026502	STK11, RIPK3, INSR, SLC11A1, TAOK2	799	24	19416	5.062578222778473	1.0	0.30925319188734296	0.30055683240241915
GOTERM_BP_DIRECT	GO:0007173~epidermal growth factor receptor signaling pathway	10	1.2376237623762376	0.016150898127272946	DDR1, EPHA5, ALK, EPHA4, INSR, KIT, TYRO3, PLCG1, EPHA1, IGF1R	799	95	19416	2.557934259930176	1.0	0.3179993218844419	0.3090570167066298
GOTERM_BP_DIRECT	GO:0015701~bicarbonate transport	6	0.7425742574257426	0.016977948805260046	CYB5R1, SLC26A1, SLC26A7, SLC39A8, SLC4A2, SLC26A4	799	37	19416	3.9406014274600007	1.0	0.33054833288453217	0.3212531430358423
GOTERM_BP_DIRECT	GO:0043687~post-translational protein modification	6	0.7425742574257426	0.016977948805260046	FN3K, PRKCB, UBA3, PRKCA, JAK2, MAP3K12	799	37	19416	3.9406014274600007	1.0	0.33054833288453217	0.3212531430358423
GOTERM_BP_DIRECT	GO:0055119~relaxation of cardiac muscle	4	0.49504950495049505	0.017932335705392145	CAMK2D, GSTM2, PDE5A, SLC8A1	799	14	19416	6.942964419810478	1.0	0.34096690248330686	0.33137873707631577
GOTERM_BP_DIRECT	GO:0030149~sphingolipid catabolic process	4	0.49504950495049505	0.017932335705392145	ACER2, ALDH3B2, ALDH3B1, PLPP2	799	14	19416	6.942964419810478	1.0	0.34096690248330686	0.33137873707631577
GOTERM_BP_DIRECT	GO:1902476~chloride transmembrane transport	11	1.3613861386138615	0.018001101084548825	SLC25A27, SLC12A2, OCA2, SLC12A5, SLC26A1, SLC26A7, SLC1A4, SLC4A2, SLC26A4, SLC12A6, SLC25A14	799	113	19416	2.365523275776136	1.0	0.34096690248330686	0.33137873707631577
GOTERM_BP_DIRECT	GO:0046686~response to cadmium ion	5	0.6188118811881188	0.01800226974373844	ALAD, MAPK9, NPC1, KIT, CAT	799	25	19416	4.8600750938673345	1.0	0.34096690248330686	0.33137873707631577
GOTERM_BP_DIRECT	GO:0048015~phosphatidylinositol-mediated signaling	5	0.6188118811881188	0.01800226974373844	PIK3CD, PIK3C2G, PI4KB, PLCG1, PIK3C2B	799	25	19416	4.8600750938673345	1.0	0.34096690248330686	0.33137873707631577
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	18	2.2277227722772275	0.01823916156496652	PRKN, UBE2D4, AMFR, USP33, RNF8, HUWE1, UBR3, UBE3B, RCHY1, NTAN1, RNF146, RNF144B, PINK1, RNF19A, TTC3, STUB1, TRIM32, RNF133	799	236	19416	1.8534184680002546	1.0	0.3435863678589639	0.3339245417326573
GOTERM_BP_DIRECT	GO:1900227~positive regulation of NLRP3 inflammasome complex assembly	5	0.6188118811881188	0.020600778550726184	BTK, PTPN22, PRKD1, CD36, ZDHHC1	799	26	19416	4.673149128718591	1.0	0.38598770564129437	0.3751335319962881
GOTERM_BP_DIRECT	GO:0010039~response to iron ion	4	0.49504950495049505	0.02174321219107245	ALAD, TFRC, CYBRD1, ABAT	799	15	19416	6.480100125156445	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0018230~peptidyl-L-cysteine S-palmitoylation	4	0.49504950495049505	0.02174321219107245	ZDHHC20, ZDHHC12, ZDHHC21, ZDHHC3	799	15	19416	6.480100125156445	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0036151~phosphatidylcholine acyl-chain remodeling	4	0.49504950495049505	0.02174321219107245	LPCAT4, MBOAT7, LPCAT2, DBI	799	15	19416	6.480100125156445	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0000302~response to reactive oxygen species	4	0.49504950495049505	0.02174321219107245	HYAL2, PTPRN, CAT, APOE	799	15	19416	6.480100125156445	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0070574~cadmium ion transmembrane transport	3	0.3712871287128713	0.02266549598113965	SLC11A1, SLC39A8, SLC39A2	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0046951~ketone body biosynthetic process	3	0.3712871287128713	0.02266549598113965	HMGCL, HMGCS2, AACS	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0009437~carnitine metabolic process	3	0.3712871287128713	0.02266549598113965	CPT2, CROT, CPT1C	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0010510~regulation of acetyl-CoA biosynthetic process from pyruvate	3	0.3712871287128713	0.02266549598113965	PDK3, PDK2, PDK1	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0009449~gamma-aminobutyric acid biosynthetic process	3	0.3712871287128713	0.02266549598113965	GAD1, ALDH1A1, ABAT	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0035524~proline transmembrane transport	3	0.3712871287128713	0.02266549598113965	SLC36A2, SLC7A8, SLC1A4	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0110095~cellular detoxification of aldehyde	3	0.3712871287128713	0.02266549598113965	RDH11, ALDH1A1, AKR1A1	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0019348~dolichol metabolic process	3	0.3712871287128713	0.02266549598113965	DPM3, SRD5A3, DOLK	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0042760~very long-chain fatty acid catabolic process	3	0.3712871287128713	0.02266549598113965	ABCD3, ABCD1, SLC27A2	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0042376~phylloquinone catabolic process	3	0.3712871287128713	0.02266549598113965	CYP4F3, CYP4F12, CBR3	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0015827~tryptophan transport	3	0.3712871287128713	0.02266549598113965	ACE2, SLC7A8, SLC16A10	799	6	19416	12.150187734668336	1.0	0.39298136066801825	0.38193052183144277
GOTERM_BP_DIRECT	GO:0034614~cellular response to reactive oxygen species	7	0.8663366336633664	0.022870475361938394	MAPK9, PRDX5, LRRK2, TREX1, BTK, SLC8A1, PDK2	799	54	19416	3.15004867195105	1.0	0.3945723100809669	0.383476732925175
GOTERM_BP_DIRECT	GO:0016266~O-glycan processing	6	0.7425742574257426	0.023187248990235325	GALNT11, ST6GALNAC2, GALNT13, B3GNT8, B3GNT7, CHST4	799	40	19416	3.6450563204005	1.0	0.39806681148261136	0.38687296714249775
GOTERM_BP_DIRECT	GO:0001889~liver development	9	1.1138613861386137	0.023451201172351784	NPC1, SRD5A1, ALDH1A2, ACADM, ACO2, HMGCS2, UGT1A8, UPB1, UGT1A7	799	85	19416	2.572980932047412	1.0	0.4006246866943429	0.3893589135821347
GOTERM_BP_DIRECT	GO:0007595~lactation	6	0.7425742574257426	0.02554310390831694	DDR1, NCOR2, GPAT4, NEURL1, UPRT, CDO1	799	41	19416	3.5561525077078056	1.0	0.4308155929251475	0.4187008359361477
GOTERM_BP_DIRECT	GO:0006590~thyroid hormone generation	4	0.49504950495049505	0.025960193547856808	CTSK, DIO2, SLC26A7, SLC16A10	799	16	19416	6.075093867334168	1.0	0.4308155929251475	0.4187008359361477
GOTERM_BP_DIRECT	GO:0043647~inositol phosphate metabolic process	4	0.49504950495049505	0.025960193547856808	SYNJ1, PPIP5K1, PPIP5K2, IPMK	799	16	19416	6.075093867334168	1.0	0.4308155929251475	0.4187008359361477
GOTERM_BP_DIRECT	GO:0019395~fatty acid oxidation	4	0.49504950495049505	0.025960193547856808	ACOX1, ALOX12, MLYCD, ACACB	799	16	19416	6.075093867334168	1.0	0.4308155929251475	0.4187008359361477
GOTERM_BP_DIRECT	GO:1902358~sulfate transmembrane transport	4	0.49504950495049505	0.025960193547856808	SLC13A4, SLC26A1, SLC26A7, SLC26A4	799	16	19416	6.075093867334168	1.0	0.4308155929251475	0.4187008359361477
GOTERM_BP_DIRECT	GO:0006044~N-acetylglucosamine metabolic process	4	0.49504950495049505	0.025960193547856808	NAGK, GNPDA2, AMDHD2, CHST4	799	16	19416	6.075093867334168	1.0	0.4308155929251475	0.4187008359361477
GOTERM_BP_DIRECT	GO:0050852~T cell receptor signaling pathway	11	1.3613861386138615	0.027498732159661702	RNF31, IKBKB, ZAP70, STK11, BTK, PIK3CD, CBLB, PRKD2, PTPN22, PLCG1, MAP3K7	799	121	19416	2.20912504266697	1.0	0.45418522074133194	0.44141329774774496
GOTERM_BP_DIRECT	GO:0019915~lipid storage	5	0.6188118811881188	0.02972230107628067	GM2A, CIDEA, FITM2, CD36, PNPLA2	799	29	19416	4.189719908506322	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0009100~glycoprotein metabolic process	4	0.49504950495049505	0.03058210448343779	MAN1A2, MAN1B1, GAL3ST4, ST6GALNAC6	799	17	19416	5.717735404549805	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0097242~amyloid-beta clearance	4	0.49504950495049505	0.03058210448343779	SYK, INSR, LRP2, IGF1R	799	17	19416	5.717735404549805	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0006691~leukotriene metabolic process	4	0.49504950495049505	0.03058210448343779	CYP4F3, CYP4A11, DPEP2, GGT1	799	17	19416	5.717735404549805	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0022898~regulation of transmembrane transporter activity	3	0.3712871287128713	0.030876490127097887	ACE2, CLTRN, PIM1	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0006144~purine nucleobase metabolic process	3	0.3712871287128713	0.030876490127097887	GMPR2, GMPR, ACP3	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0042159~lipoprotein catabolic process	3	0.3712871287128713	0.030876490127097887	APOE, LIPA, CTSD	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0034626~fatty acid elongation, polyunsaturated fatty acid	3	0.3712871287128713	0.030876490127097887	ELOVL2, ELOVL3, ELOVL6	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0006020~inositol metabolic process	3	0.3712871287128713	0.030876490127097887	PPIP5K1, IMPA2, PPIP5K2	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0071447~cellular response to hydroperoxide	3	0.3712871287128713	0.030876490127097887	DAPK1, PRKD1, CD36	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0018026~peptidyl-lysine monomethylation	3	0.3712871287128713	0.030876490127097887	SETD6, SETD7, METTL18	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0006004~fucose metabolic process	3	0.3712871287128713	0.030876490127097887	FUCA1, FPGT, B3GLCT	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0034625~fatty acid elongation, monounsaturated fatty acid	3	0.3712871287128713	0.030876490127097887	ELOVL2, ELOVL3, ELOVL6	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0019262~N-acetylneuraminate catabolic process	3	0.3712871287128713	0.030876490127097887	NAGK, GNPDA2, AMDHD2	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0098734~macromolecule depalmitoylation	3	0.3712871287128713	0.030876490127097887	ABHD12, PPT2, CPT1C	799	7	19416	10.414446629715716	1.0	0.4761264074908679	0.46273748699327677
GOTERM_BP_DIRECT	GO:0033344~cholesterol efflux	5	0.6188118811881188	0.03321471792727232	ABCA1, NPC1, APOC1, APOE, LIPA	799	30	19416	4.050062578222779	1.0	0.5099263963724406	0.4955870027298297
GOTERM_BP_DIRECT	GO:0048738~cardiac muscle tissue development	4	0.49504950495049505	0.03560560235266431	TAFAZZIN, ALDH1A2, NDUFV2, TTN	799	18	19416	5.4000834376303715	1.0	0.5371667714243944	0.5220613643656884
GOTERM_BP_DIRECT	GO:0042574~retinal metabolic process	4	0.49504950495049505	0.03560560235266431	RDH11, ALDH1A2, DHRS4L2, DHRS4	799	18	19416	5.4000834376303715	1.0	0.5371667714243944	0.5220613643656884
GOTERM_BP_DIRECT	GO:0006103~2-oxoglutarate metabolic process	4	0.49504950495049505	0.03560560235266431	ADHFE1, IDH1, KYAT3, L2HGDH	799	18	19416	5.4000834376303715	1.0	0.5371667714243944	0.5220613643656884
GOTERM_BP_DIRECT	GO:0008206~bile acid metabolic process	4	0.49504950495049505	0.03560560235266431	AMACR, NPC1, SCP2, SLC27A2	799	18	19416	5.4000834376303715	1.0	0.5371667714243944	0.5220613643656884
GOTERM_BP_DIRECT	GO:0007612~learning	7	0.8663366336633664	0.03614270787121051	PRKN, BCHE, SLC12A5, SYNJ1, ATP8A1, INSR, AAAS	799	60	19416	2.8350438047559448	1.0	0.5429195557377958	0.5276523774128878
GOTERM_BP_DIRECT	GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II	5	0.6188118811881188	0.03693624744343907	PIKFYVE, CTSF, CTSV, CTSD, LGMN	799	31	19416	3.919415398280108	1.0	0.5500975313691674	0.534628504662086
