ID_REF,SYMBOL,cluster,UT_1,UT_3,T1h_CYHX_1h,T2h_CYHX_2h,T4h_CYHX_4h
7982597,THBS1,SRG,0.0500463305000007,-0.0500463304999998,0.374999861500001,0.334618807500001,0.495028012500001
7982868,CHAC1,SRG,0.194649526499999,-0.194649526500001,-0.312744546500001,-0.8126577915,-1.3447463865
7986350,ARRDC4,DEG,-0.0777446425000008,0.077744642499999,0.966334775499998,1.5516960455,1.4963113155
7989069,PYGO1,SRG,0.0715759889999994,-0.0715759889999994,-0.172494914,-0.126125174,-0.238120474
7992789,TNFRSF12A,DEG,-0.262890673999999,0.262890673999999,0.647609603999999,1.041702464,1.884306334
7993148,PMM2,DEG,0.133865219500001,-0.133865219499999,0.245224956500001,0.723234165500001,1.0865262865
8000738,KCTD13,SRG,0.0604500699999999,-0.0604500699999999,-0.18208431,-0.146916990000001,-0.15862173
8002660,TXNL4B,DEG,-0.13600883,0.13600883,-0.0776622000000007,0.239442840000001,0.45853958
8002987,CMC2,ILG,-0.1300235,0.1300235,0.0432277299999999,0.10929984,0.211507510000001
8003298,SLC7A5,SRG,0.0102247900000005,-0.0102247900000005,0.0258816199999998,-0.14604188,-0.383204170000001
8003611,FAM57A,DEG,0.031028384999999,-0.0310283850000008,0.168758424999998,0.211863144999999,0.285057804999999
8004671,KDM6B,DEG,-0.0328943324999997,0.0328943325000015,-0.0307314294999994,0.129177587500001,0.353208561500001
8004691,TMEM88,SRG,-0.00598142149999958,0.00598142150000047,0.1651342935,0.2419270625,0.1217460405
8010050,UBALD2,DEG,0.00714792500000172,-0.00714792499999994,0.495764775000001,0.672936955000001,0.876018305000001
8010562,BAIAP2,ILG,-0.1119657075,0.1119657075,0.1577009885,0.308312211500001,0.355967332500001
8013312,FAM83G,DEG,-0.0698844064999999,0.0698844064999999,0.0944220564999991,0.300269113499999,0.4937504425
8017810,PSMD12,DEG,-0.016148209999999,0.0161482100000008,0.0944990100000016,0.293820870000001,0.457482100000002
8019074,NPTX1,SRG,-0.101654504999999,0.101654505000001,0.253981395000002,0.132709125000002,-0.0392203549999994
8021470,PMAIP1,DEG,0.131832210000001,-0.131832209999999,0.218657380000002,0.576628000000001,0.831374910000001
